reference,degraded,moslqo,fvnsim0,fvnsim1,fvnsim2,fvnsim3,fvnsim4,fvnsim5,fvnsim6,fvnsim7,fvnsim8,fvnsim9,fvnsim10,fvnsim11,fvnsim12,fvnsim13,fvnsim14,fvnsim15,fvnsim16,fvnsim17,fvnsim18,fvnsim19,fvnsim20,fvnsim21,fvnsim22,fvnsim23,fvnsim24,fvnsim25,fvnsim26,fvnsim27,fvnsim28,fvnsim29,fvnsim30,fvnsim31,fvnsim10_0,fvnsim10_1,fvnsim10_2,fvnsim10_3,fvnsim10_4,fvnsim10_5,fvnsim10_6,fvnsim10_7,fvnsim10_8,fvnsim10_9,fvnsim10_10,fvnsim10_11,fvnsim10_12,fvnsim10_13,fvnsim10_14,fvnsim10_15,fvnsim10_16,fvnsim10_17,fvnsim10_18,fvnsim10_19,fvnsim10_20,fvnsim10_21,fvnsim10_22,fvnsim10_23,fvnsim10_24,fvnsim10_25,fvnsim10_26,fvnsim10_27,fvnsim10_28,fvnsim10_29,fvnsim10_30,fvnsim10_31,fstdnsim0,fstdnsim1,fstdnsim2,fstdnsim3,fstdnsim4,fstdnsim5,fstdnsim6,fstdnsim7,fstdnsim8,fstdnsim9,fstdnsim10,fstdnsim11,fstdnsim12,fstdnsim13,fstdnsim14,fstdnsim15,fstdnsim16,fstdnsim17,fstdnsim18,fstdnsim19,fstdnsim20,fstdnsim21,fstdnsim22,fstdnsim23,fstdnsim24,fstdnsim25,fstdnsim26,fstdnsim27,fstdnsim28,fstdnsim29,fstdnsim30,fstdnsim31,fvdegenergy0,fvdegenergy1,fvdegenergy2,fvdegenergy3,fvdegenergy4,fvdegenergy5,fvdegenergy6,fvdegenergy7,fvdegenergy8,fvdegenergy9,fvdegenergy10,fvdegenergy11,fvdegenergy12,fvdegenergy13,fvdegenergy14,fvdegenergy15,fvdegenergy16,fvdegenergy17,fvdegenergy18,fvdegenergy19,fvdegenergy20,fvdegenergy21,fvdegenergy22,fvdegenergy23,fvdegenergy24,fvdegenergy25,fvdegenergy26,fvdegenergy27,fvdegenergy28,fvdegenergy29,fvdegenergy30,fvdegenergy31
/root/TCD_VOIP/TestSet/clip/ref/R_06_CLIP_FG.wav,/root/TCD_VOIP/TestSet/clip/C_06_CLIP_FG.wav,3.72614341,0.644527797,0.815662706,0.950552878,0.964848109,0.970586261,0.970697697,0.970878233,0.969197528,0.975459508,0.976159745,0.965324034,0.949333899,0.941944399,0.931171246,0.934259603,0.924915922,0.882993686,0.905343644,0.924202847,0.940626288,0.951164672,0.874855302,0.761372317,0.732587267,0.776686522,0.797346722,0.792140426,0.785719939,0.676027559,0.611765214,0.591339037,0.659400005,0.157312289,0.449904679,0.870678227,0.878432711,0.890612139,0.890707521,0.902691455,0.911273516,0.920401183,0.932898458,0.908847432,0.862516851,0.854983181,0.608658973,0.612133529,0.632918947,0.405820743,0.569299187,0.706916578,0.875009029,0.853020629,0.695379057,0.503288894,0.422430227,0.478911506,0.527418942,0.455094567,0.367112302,0.16532694,0.0881034899,0.150175859,0.318862964,0.455013273,0.295040047,0.152585468,0.140550064,0.123328511,0.0989781963,0.10970419,0.123807339,0.11120752,0.0929496039,0.114879232,0.141414014,0.159518998,0.22003003,0.202853856,0.200120076,0.259448232,0.205080153,0.197722885,0.148788498,0.117447084,0.241140742,0.385430217,0.424779186,0.384579931,0.336597885,0.347318217,0.323284784,0.394249783,0.440882372,0.455120167,0.396169102,3.61581049,3.29273554,5.88169237,9.06190318,9.06438017,7.99498434,8.74710005,8.97131745,9.24157359,8.57761604,7.83545084,7.67728762,7.71753456,8.03703818,8.22437009,7.73987919,6.7188462,6.68075819,7.08151677,7.01614836,6.86140553,6.14369138,5.77949313,5.37539532,5.24270794,5.09466262,4.6526516,4.09068532,3.0851354,2.63834753,2.55684191,2.57207585
